id,categories,title,titleCN,image_filename,example_code_path,series_types_detected,data_source_type,dimensions_count_detected,dataset_source_rows_detected,dataset_or_row_field_count_detected,max_inline_array_width_detected,max_object_fields_detected,data_requirement_summary,analysis_confidence,primary_chart_type,standard_kind,standard_imd_priority,standard_min_fields,standard_data_shape,standard_required_roles_json,standard_optional_roles_json,standard_auto_binding_strategy,imd_template_fit
bar-polar-stack-radial,bar,Stacked Bar Chart on Polar(Radial),极坐标系下的堆叠柱状图,bar-polar-stack-radial.png,public/examples/ts/bar-polar-stack-radial.ts,bar,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
custom-calendar-icon,custom;calendar,Custom Calendar Icon,日历图自定义图标,custom-calendar-icon.png,public/examples/ts/custom-calendar-icon.ts,custom,series.data,2,,2,2,,"日期 + 数值: date, value；自定义 series；字段由 renderItem/encode 决定",medium（基于官方示例源码静态解析 + 分类规则）,custom,series,experimental,varies,custom_render_item,"[{""id"": ""dimensions"", ""label"": ""自定义维度"", ""required"": true, ""types"": [""mixed[]""], ""description"": ""由 renderItem/encode 决定""}]",[],不做自动推荐，除非模板单独声明 role schema。,experimental_manual_schema
custom-wind,custom,Use custom series to draw wind vectors,使用自定义系列绘制风场,custom-wind.png,public/examples/ts/custom-wind.ts,custom;line,series.data+external file/api,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset；自定义 series；字段由 renderItem/encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,custom,series,experimental,varies,custom_render_item,"[{""id"": ""dimensions"", ""label"": ""自定义维度"", ""required"": true, ""types"": [""mixed[]""], ""description"": ""由 renderItem/encode 决定""}]",[],不做自动推荐，除非模板单独声明 role schema。,experimental_manual_schema
gauge-clock,gauge,Clock,时钟仪表盘,gauge-clock.png,public/examples/ts/gauge-clock.ts,gauge,series.data,,,2,2,1,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,gauge,series,core,1,single_kpi,"[{""id"": ""value"", ""label"": ""指标值"", ""required"": true, ""types"": [""number""], ""description"": ""单个 KPI 数值""}]","[{""id"": ""name"", ""label"": ""指标名称"", ""required"": false, ""types"": [""text""], ""description"": ""显示名称""}, {""id"": ""min"", ""label"": ""最小值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表下限""}, {""id"": ""max"", ""label"": ""最大值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表上限""}]",选择一个数值字段，默认求和/均值/最后一条。,auto_recommendable
graph-life-expectancy,graph,Graph Life Expectancy,预期寿命,graph-life-expectancy.png,public/examples/ts/graph-life-expectancy.ts,graph,dataset.source+series.data+external file/api+nodes+links,,,nodes/links（节点和边对象字段不固定）,,,nodes + links/categories；节点常含 name/value/symbolSize,medium（基于官方示例源码静态解析 + 分类规则）,graph,series,advanced,2,nodes_links,"[{""id"": ""source"", ""label"": ""来源节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的来源""}, {""id"": ""target"", ""label"": ""目标节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的目标""}]","[{""id"": ""value"", ""label"": ""权重"", ""required"": false, ""types"": [""number""], ""description"": ""边权重""}, {""id"": ""category"", ""label"": ""节点分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""节点分组""}]",source/target 生成 links，并从两列去重生成 nodes。,advanced_requires_validation
line-in-cartesian-coordinate-system,line,Line Chart in Cartesian Coordinate System,双数值轴折线图,line-in-cartesian-coordinate-system.png,public/examples/ts/line-in-cartesian-coordinate-system.ts,line,series.data,,,2,2,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
line-log,line,Log Axis,对数轴示例,line-log.png,public/examples/ts/line-log.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
line-step,line,Step Line,阶梯折线图,line-step.png,public/examples/ts/line-step.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
polar-roundCap,bar,Rounded Bar on Polar,圆角环形图,polar-roundCap.png,public/examples/ts/polar-roundCap.ts,bar,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
scatter-aqi-color,scatter,Scatter Aqi Color,AQI 气泡图,scatter-aqi-color.png,public/examples/ts/scatter-aqi-color.ts,scatter,series.data,,,8,8,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
scatter-nutrients,scatter,Scatter Nutrients,营养分布散点图,scatter-nutrients.png,public/examples/ts/scatter-nutrients.ts,scatter,series.data+external file/api,,,2+（坐标/值，可附加维度）,,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
scatter-nutrients-matrix,scatter,Scatter Nutrients Matrix,营养分布散点矩阵,scatter-nutrients-matrix.png,public/examples/ts/scatter-nutrients-matrix.ts,scatter,series.data+external file/api,,,2,2,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
bar-breaks-brush,bar,Bar Chart with Axis Breaks (Brush-enabled),断轴上的柱状图（可刷选）,bar-breaks-brush.png,public/examples/ts/bar-breaks-brush.ts,bar,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
gauge-car,gauge,Gauge Car,汽车仪表盘,gauge-car.png,public/examples/ts/gauge-car.ts,gauge,series.data,,,2,2,2,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,gauge,series,core,1,single_kpi,"[{""id"": ""value"", ""label"": ""指标值"", ""required"": true, ""types"": [""number""], ""description"": ""单个 KPI 数值""}]","[{""id"": ""name"", ""label"": ""指标名称"", ""required"": false, ""types"": [""text""], ""description"": ""显示名称""}, {""id"": ""min"", ""label"": ""最小值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表下限""}, {""id"": ""max"", ""label"": ""最大值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表上限""}]",选择一个数值字段，默认求和/均值/最后一条。,auto_recommendable
graph-webkit-dep,graph,Graph Webkit Dep,WebKit 模块关系依赖图,graph-webkit-dep.png,public/examples/ts/graph-webkit-dep.ts,graph,series.data+external file/api,,,nodes/links（节点和边对象字段不固定）,,,nodes + links/categories；节点常含 name/value/symbolSize,medium（基于官方示例源码静态解析 + 分类规则）,graph,series,advanced,2,nodes_links,"[{""id"": ""source"", ""label"": ""来源节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的来源""}, {""id"": ""target"", ""label"": ""目标节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的目标""}]","[{""id"": ""value"", ""label"": ""权重"", ""required"": false, ""types"": [""number""], ""description"": ""边权重""}, {""id"": ""category"", ""label"": ""节点分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""节点分组""}]",source/target 生成 links，并从两列去重生成 nodes。,advanced_requires_validation
